Isothermal temperature [K]: 1164						1098						994						994						994						994						994						942						917						891						867						841					
Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error
												3435	993	6.961e-02	4.390e-03	2.384e-03	4.000e-05	3423	992	5.034e-02	3.658e-03	2.373e-03	3.982e-05	3429	993	7.694e-02	1.789e-03	2.457e-03	4.123e-05													4595	942	1.637e-01	3.785e-03	2.514e-03	4.217e-05	5140	917	4.536e-01	1.451e-02	2.695e-03	4.522e-05	7438	891	8.154e-01	5.003e-03	2.827e-03	4.744e-05	7926	867	9.455e-01	1.201e-03	2.980e-03	5.000e-05	8636	841	1.002e+00	3.167e-04	2.980e-03	5.000e-05
												3525	993	7.142e-02	4.304e-03	2.384e-03	4.000e-05	3513	992	5.194e-02	3.588e-03	2.373e-03	3.982e-05	3519	993	7.609e-02	1.785e-03	2.457e-03	4.123e-05													4685	942	1.623e-01	3.729e-03	2.514e-03	4.217e-05	5230	917	4.448e-01	1.416e-02	2.695e-03	4.522e-05	7558	891	8.156e-01	4.994e-03	2.827e-03	4.744e-05	8046	867	9.574e-01	1.166e-03	2.980e-03	5.000e-05	8756	840	1.001e+00	3.326e-04	2.980e-03	5.000e-05
												3615	993	7.454e-02	4.175e-03	2.384e-03	4.000e-05	3603	992	5.306e-02	3.527e-03	2.373e-03	3.982e-05	3609	993	7.576e-02	1.786e-03	2.457e-03	4.123e-05													4775	942	1.595e-01	3.616e-03	2.514e-03	4.217e-05	5320	917	4.395e-01	1.395e-02	2.695e-03	4.522e-05	7678	891	8.120e-01	5.142e-03	2.827e-03	4.744e-05	8166	866	9.573e-01	1.168e-03	2.980e-03	5.000e-05	8876	840	1.003e+00	2.838e-04	2.980e-03	5.000e-05
												3705	993	7.400e-02	4.198e-03	2.384e-03	4.000e-05	3693	992	5.267e-02	3.538e-03	2.373e-03	3.982e-05	3699	993	6.254e-02	1.377e-03	2.431e-03	4.079e-05													4865	942	1.590e-01	3.599e-03	2.514e-03	4.217e-05	5410	917	5.021e-01	1.417e-02	2.747e-03	4.609e-05	7798	891	8.111e-01	5.181e-03	2.827e-03	4.744e-05	8286	867	9.444e-01	1.240e-03	2.980e-03	5.000e-05	8996	841	1.002e+00	3.027e-04	2.980e-03	5.000e-05
												3795	993	7.618e-02	4.104e-03	2.384e-03	4.000e-05	3783	992	5.710e-02	3.353e-03	2.373e-03	3.982e-05	3789	993	5.103e-02	1.556e-03	2.457e-03	4.123e-05													4955	942	1.556e-01	3.460e-03	2.514e-03	4.217e-05	5500	917	4.556e-01	1.344e-02	2.747e-03	4.609e-05	7918	891	8.103e-01	5.215e-03	2.827e-03	4.744e-05	8406	866	9.554e-01	1.243e-03	2.980e-03	5.000e-05	9116	841	1.003e+00	2.765e-04	2.980e-03	5.000e-05
												3885	993	7.413e-02	4.176e-03	2.384e-03	4.000e-05	3873	992	6.227e-02	3.145e-03	2.373e-03	3.982e-05	3879	993	4.784e-02	1.632e-03	2.457e-03	4.123e-05													5045	942	1.533e-01	3.372e-03	2.514e-03	4.217e-05	5590	917	4.221e-01	1.326e-02	2.695e-03	4.522e-05	8038	891	8.098e-01	5.234e-03	2.827e-03	4.744e-05	8526	866	9.560e-01	1.219e-03	2.980e-03	5.000e-05	9236	841	1.002e+00	3.088e-04	2.980e-03	5.000e-05
												3975	993	6.955e-02	4.340e-03	2.384e-03	4.000e-05	3963	992	6.574e-02	3.005e-03	2.373e-03	3.982e-05	3969	993	5.537e-02	1.483e-03	2.431e-03	4.079e-05													5135	942	1.514e-01	3.299e-03	2.514e-03	4.217e-05	5680	917	4.193e-01	1.315e-02	2.695e-03	4.522e-05	8158	891	8.081e-01	5.307e-03	2.827e-03	4.744e-05	8646	866	9.314e-01	1.308e-03	2.954e-03	4.957e-05	9356	841	1.002e+00	3.090e-04	2.980e-03	5.000e-05
												4065	993	6.851e-02	4.385e-03	2.384e-03	4.000e-05	4053	992	6.794e-02	2.915e-03	2.373e-03	3.982e-05	4059	993	5.620e-02	1.462e-03	2.431e-03	4.079e-05													5225	942	1.519e-01	3.317e-03	2.514e-03	4.217e-05	5770	917	3.982e-01	1.293e-02	2.669e-03	4.478e-05	8278	891	8.076e-01	5.327e-03	2.827e-03	4.744e-05	8766	866	9.317e-01	1.297e-03	2.954e-03	4.957e-05	9476	841	1.011e+00	3.564e-04	2.980e-03	5.000e-05
												4155	993	6.730e-02	4.431e-03	2.384e-03	4.000e-05	4143	992	6.667e-02	2.952e-03	2.373e-03	3.982e-05	4149	993	5.435e-02	1.498e-03	2.431e-03	4.079e-05													5315	942	1.502e-01	3.253e-03	2.514e-03	4.217e-05	5860	917	3.950e-01	1.280e-02	2.669e-03	4.478e-05	8398	891	8.055e-01	5.414e-03	2.827e-03	4.744e-05	8886	867	9.312e-01	1.316e-03	2.954e-03	4.957e-05	9596	841	1.001e+00	3.524e-04	2.980e-03	5.000e-05
												4245	993	8.019e-02	4.799e-03	2.410e-03	4.043e-05	4233	992	6.758e-02	2.913e-03	2.373e-03	3.982e-05	4239	993	6.321e-02	2.012e-03	2.457e-03	4.123e-05													5405	942	1.481e-01	3.175e-03	2.514e-03	4.217e-05	5950	917	4.025e-01	1.249e-02	2.721e-03	4.565e-05	8518	891	8.029e-01	5.524e-03	2.827e-03	4.744e-05	9006	867	9.308e-01	1.332e-03	2.954e-03	4.957e-05	9716	841	9.898e-01	3.722e-04	2.980e-03	5.000e-05
												4335	993	7.951e-02	4.813e-03	2.410e-03	4.043e-05	4323	992	8.014e-02	3.322e-03	2.400e-03	4.027e-05	4329	993	5.277e-02	1.512e-03	2.431e-03	4.079e-05													5495	942	1.476e-01	3.156e-03	2.514e-03	4.217e-05	6040	917	4.220e-01	1.266e-02	2.721e-03	4.565e-05	8638	891	8.014e-01	5.583e-03	2.827e-03	4.744e-05	9126	867	9.309e-01	1.328e-03	2.954e-03	4.957e-05	9836	841	1.000e+00	3.782e-04	2.980e-03	5.000e-05
												4425	993	8.018e-02	4.777e-03	2.410e-03	4.043e-05	4413	992	6.527e-02	2.990e-03	2.373e-03	3.982e-05	4419	993	5.880e-02	1.370e-03	2.431e-03	4.079e-05													5585	942	1.481e-01	3.174e-03	2.514e-03	4.217e-05	6130	917	3.976e-01	1.229e-02	2.721e-03	4.565e-05	8758	891	7.995e-01	5.665e-03	2.827e-03	4.744e-05	9246	867	9.416e-01	1.346e-03	2.954e-03	4.957e-05	9956	841	1.000e+00	3.780e-04	2.980e-03	5.000e-05
												4515	993	6.443e-02	4.510e-03	2.384e-03	4.000e-05	4503	992	6.619e-02	2.949e-03	2.373e-03	3.982e-05	4509	993	5.856e-02	1.366e-03	2.431e-03	4.079e-05													5675	942	1.451e-01	3.064e-03	2.514e-03	4.217e-05	6220	917	3.938e-01	1.213e-02	2.721e-03	4.565e-05	8878	891	7.972e-01	5.763e-03	2.827e-03	4.744e-05	9366	867	9.413e-01	1.357e-03	2.954e-03	4.957e-05	10076	841	1.002e+00	3.236e-04	2.980e-03	5.000e-05
												4605	993	6.831e-02	4.346e-03	2.384e-03	4.000e-05	4593	992	6.396e-02	3.021e-03	2.373e-03	3.982e-05	4599	993	6.658e-02	1.268e-03	2.431e-03	4.079e-05													5765	942	1.442e-01	3.029e-03	2.514e-03	4.217e-05	6310	917	4.101e-01	1.218e-02	2.721e-03	4.565e-05	8998	891	7.945e-01	5.874e-03	2.827e-03	4.744e-05	9486	866	9.528e-01	1.340e-03	2.954e-03	4.957e-05	10196	841	1.001e+00	3.449e-04	2.980e-03	5.000e-05
												4695	993	8.013e-02	4.739e-03	2.410e-03	4.043e-05	4683	992	6.385e-02	3.019e-03	2.373e-03	3.982e-05	4689	993	6.952e-02	1.250e-03	2.431e-03	4.079e-05													5807	942	1.438e-01	3.013e-03	2.514e-03	4.217e-05	6400	917	3.764e-01	1.204e-02	2.669e-03	4.478e-05	9118	891	7.898e-01	6.068e-03	2.827e-03	4.744e-05	9606	866	9.407e-01	1.381e-03	2.954e-03	4.957e-05	10316	841	1.012e+00	3.338e-04	2.980e-03	5.000e-05
												4785	993	7.194e-02	4.185e-03	2.384e-03	4.000e-05	4773	992	6.260e-02	3.055e-03	2.373e-03	3.982e-05	4779	993	6.022e-02	1.315e-03	2.431e-03	4.079e-05													5855	942	1.442e-01	3.031e-03	2.514e-03	4.217e-05	6490	917	3.664e-01	1.164e-02	2.669e-03	4.478e-05	9238	891	7.874e-01	6.172e-03	2.827e-03	4.744e-05	9726	866	9.410e-01	1.370e-03	2.954e-03	4.957e-05	10436	841	1.012e+00	3.332e-04	2.980e-03	5.000e-05
												4875	993	8.001e-02	4.728e-03	2.410e-03	4.043e-05	4863	992	6.258e-02	3.047e-03	2.373e-03	3.982e-05	4869	993	6.129e-02	1.292e-03	2.431e-03	4.079e-05													5945	942	1.427e-01	2.976e-03	2.514e-03	4.217e-05	6580	917	3.679e-01	1.169e-02	2.643e-03	4.435e-05	9358	891	7.634e-01	6.189e-03	2.802e-03	4.701e-05	9846	866	9.416e-01	1.347e-03	2.954e-03	4.957e-05	10556	841	1.001e+00	3.659e-04	2.980e-03	5.000e-05
												4965	993	8.264e-02	4.616e-03	2.410e-03	4.043e-05	4953	992	6.454e-02	2.965e-03	2.373e-03	3.982e-05	4959	993	6.107e-02	1.288e-03	2.431e-03	4.079e-05													6035	942	1.423e-01	2.960e-03	2.514e-03	4.217e-05	6670	917	3.650e-01	1.157e-02	2.643e-03	4.435e-05	9478	891	7.609e-01	6.296e-03	2.802e-03	4.701e-05	9966	866	9.266e-01	1.488e-03	2.954e-03	4.957e-05	10676	841	9.999e-01	3.904e-04	2.980e-03	5.000e-05
												5055	993	8.354e-02	4.574e-03	2.410e-03	4.043e-05	5043	992	6.316e-02	3.011e-03	2.373e-03	3.982e-05	5049	993	5.920e-02	1.301e-03	2.431e-03	4.079e-05													6125	942	1.422e-01	2.959e-03	2.514e-03	4.217e-05	6760	917	3.620e-01	1.145e-02	2.643e-03	4.435e-05	9598	891	7.596e-01	6.351e-03	2.802e-03	4.701e-05	10086	866	9.271e-01	1.472e-03	2.954e-03	4.957e-05	10796	840	9.895e-01	3.813e-04	2.980e-03	5.000e-05
												5145	993	8.208e-02	4.609e-03	2.410e-03	4.043e-05	5133	992	5.791e-02	3.191e-03	2.373e-03	3.982e-05	5139	993	5.676e-02	1.330e-03	2.431e-03	4.079e-05													6215	942	1.418e-01	2.943e-03	2.514e-03	4.217e-05	6850	917	3.385e-01	1.115e-02	2.643e-03	4.435e-05	9718	891	7.714e-01	6.356e-03	2.802e-03	4.701e-05	10206	867	9.268e-01	1.481e-03	2.954e-03	4.957e-05	10916	841	1.000e+00	3.831e-04	2.980e-03	5.000e-05
												5235	993	8.222e-02	4.597e-03	2.410e-03	4.043e-05	5223	992	5.837e-02	3.164e-03	2.373e-03	3.982e-05	5229	993	5.826e-02	1.299e-03	2.431e-03	4.079e-05													6305	942	1.250e-01	2.791e-03	2.488e-03	4.174e-05	6940	917	3.856e-01	1.118e-02	2.695e-03	4.522e-05	9838	890	7.690e-01	6.459e-03	2.802e-03	4.701e-05	10326	867	9.266e-01	1.489e-03	2.954e-03	4.957e-05	11036	841	9.909e-01	3.308e-04	2.980e-03	5.000e-05
												5325	993	8.456e-02	4.479e-03	2.410e-03	4.043e-05	5313	992	5.733e-02	3.206e-03	2.373e-03	3.982e-05	5319	993	5.534e-02	1.337e-03	2.431e-03	4.079e-05													6395	942	1.226e-01	2.699e-03	2.488e-03	4.174e-05	7030	917	3.415e-01	1.062e-02	2.695e-03	4.522e-05	9958	891	7.533e-01	6.621e-03	2.802e-03	4.701e-05	10446	867	9.260e-01	1.512e-03	2.954e-03	4.957e-05	11156	841	9.997e-01	3.999e-04	2.980e-03	5.000e-05
												5415	993	8.653e-02	4.392e-03	2.410e-03	4.043e-05	5403	992	5.716e-02	3.210e-03	2.373e-03	3.982e-05	5409	993	5.904e-02	1.267e-03	2.431e-03	4.079e-05													6485	942	1.224e-01	2.689e-03	2.488e-03	4.174e-05	7120	917	3.374e-01	1.045e-02	2.695e-03	4.522e-05	10078	891	7.509e-01	6.719e-03	2.802e-03	4.701e-05	10566	867	9.268e-01	1.480e-03	2.954e-03	4.957e-05	11276	841	9.998e-01	3.938e-04	2.980e-03	5.000e-05
												5505	993	9.265e-02	4.151e-03	2.410e-03	4.043e-05	5493	992	5.663e-02	3.221e-03	2.373e-03	3.982e-05	5499	993	5.874e-02	1.259e-03	2.431e-03	4.079e-05													6575	942	1.224e-01	2.690e-03	2.488e-03	4.174e-05	7210	917	2.964e-01	1.010e-02	2.643e-03	4.435e-05	10198	891	7.617e-01	6.772e-03	2.802e-03	4.701e-05	10686	867	9.265e-01	1.492e-03	2.954e-03	4.957e-05	11396	841	9.891e-01	3.995e-04	2.980e-03	5.000e-05
												5595	993	7.759e-02	3.862e-03	2.384e-03	4.000e-05	5583	992	5.622e-02	3.233e-03	2.373e-03	3.982e-05	5589	993	6.336e-02	1.769e-03	2.457e-03	4.123e-05													6665	942	1.224e-01	2.688e-03	2.488e-03	4.174e-05	7300	917	2.892e-01	9.798e-03	2.643e-03	4.435e-05	10318	891	7.342e-01	6.917e-03	2.802e-03	4.701e-05	10806	866	9.479e-01	1.525e-03	2.954e-03	4.957e-05	11516	841	9.996e-01	4.012e-04	2.980e-03	5.000e-05
												5685	993	9.213e-02	4.131e-03	2.410e-03	4.043e-05	5673	992	5.848e-02	3.123e-03	2.373e-03	3.982e-05	5679	993	6.331e-02	1.755e-03	2.457e-03	4.123e-05													6755	942	1.191e-01	2.562e-03	2.488e-03	4.174e-05	7390	917	2.901e-01	9.833e-03	2.643e-03	4.435e-05	10438	891	7.308e-01	7.063e-03	2.802e-03	4.701e-05	10926	866	9.474e-01	1.544e-03	2.954e-03	4.957e-05	11636	841	1.010e+00	4.048e-04	2.980e-03	5.000e-05
												5775	993	8.769e-02	4.288e-03	2.410e-03	4.043e-05	5763	992	5.665e-02	3.187e-03	2.373e-03	3.982e-05	5769	993	5.551e-02	1.276e-03	2.431e-03	4.079e-05													6845	942	1.186e-01	2.542e-03	2.488e-03	4.174e-05	7480	917	2.890e-01	9.781e-03	2.591e-03	4.348e-05	10558	891	7.432e-01	7.053e-03	2.802e-03	4.701e-05	11046	866	9.362e-01	1.549e-03	2.954e-03	4.957e-05	11756	841	9.996e-01	4.031e-04	2.980e-03	5.000e-05
												5865	993	9.148e-02	4.141e-03	2.410e-03	4.043e-05	5853	992	6.146e-02	2.989e-03	2.373e-03	3.982e-05	5859	993	6.051e-02	1.204e-03	2.431e-03	4.079e-05													6935	942	1.181e-01	2.524e-03	2.488e-03	4.174e-05	7570	917	3.071e-01	9.838e-03	2.617e-03	4.391e-05	10678	891	7.136e-01	7.265e-03	2.802e-03	4.701e-05	11166	866	9.477e-01	1.531e-03	2.954e-03	4.957e-05	11876	841	9.880e-01	4.375e-04	2.980e-03	5.000e-05
												5955	993	9.063e-02	4.157e-03	2.410e-03	4.043e-05	5943	992	6.413e-02	2.872e-03	2.373e-03	3.982e-05	5949	993	5.927e-02	1.208e-03	2.431e-03	4.079e-05													7025	942	1.171e-01	2.489e-03	2.488e-03	4.174e-05	7660	917	2.587e-01	9.240e-03	2.617e-03	4.391e-05	10798	891	7.410e-01	7.146e-03	2.802e-03	4.701e-05	11286	866	9.343e-01	1.621e-03	2.954e-03	4.957e-05	11996	841	9.889e-01	4.056e-04	2.980e-03	5.000e-05
												6045	993	7.945e-02	3.745e-03	2.384e-03	4.000e-05	6033	992	6.178e-02	2.953e-03	2.373e-03	3.982e-05	6039	993	6.170e-02	1.177e-03	2.431e-03	4.079e-05													7115	942	1.157e-01	2.434e-03	2.488e-03	4.174e-05	7750	917	2.787e-01	9.347e-03	2.617e-03	4.391e-05	10918	891	7.527e-01	7.156e-03	2.802e-03	4.701e-05	11406	867	9.456e-01	1.609e-03	2.954e-03	4.957e-05	12116	841	9.888e-01	4.107e-04	2.980e-03	5.000e-05
												6135	992	7.832e-02	3.773e-03	2.384e-03	4.000e-05	6123	992	6.291e-02	2.905e-03	2.373e-03	3.982e-05	6129	993	6.218e-02	1.166e-03	2.431e-03	4.079e-05													7205	942	1.147e-01	2.399e-03	2.488e-03	4.174e-05	7840	917	2.776e-01	9.301e-03	2.617e-03	4.391e-05	11038	891	7.380e-01	7.275e-03	2.802e-03	4.701e-05	11526	867	9.339e-01	1.636e-03	2.954e-03	4.957e-05	12236	841	9.897e-01	3.758e-04	2.980e-03	5.000e-05
												6225	993	7.886e-02	3.750e-03	2.384e-03	4.000e-05	6213	992	6.241e-02	2.914e-03	2.373e-03	3.982e-05	6219	993	6.752e-02	1.174e-03	2.431e-03	4.079e-05													7295	942	1.171e-01	2.488e-03	2.488e-03	4.174e-05	7930	917	3.044e-01	9.072e-03	2.669e-03	4.478e-05	11158	890	7.383e-01	7.265e-03	2.802e-03	4.701e-05	11646	867	9.450e-01	1.632e-03	2.954e-03	4.957e-05	12356	841	9.887e-01	4.143e-04	2.980e-03	5.000e-05
												6315	993	8.859e-02	4.195e-03	2.410e-03	4.043e-05	6303	992	6.066e-02	2.969e-03	2.373e-03	3.982e-05	6309	992	6.481e-02	1.155e-03	2.431e-03	4.079e-05													7385	942	1.133e-01	2.347e-03	2.488e-03	4.174e-05	8020	917	3.259e-01	9.334e-03	2.669e-03	4.478e-05	11278	891	7.383e-01	7.265e-03	2.802e-03	4.701e-05	11766	866	9.324e-01	1.691e-03	2.954e-03	4.957e-05	12476	841	9.888e-01	4.071e-04	2.980e-03	5.000e-05
												6405	993	7.810e-02	3.758e-03	2.384e-03	4.000e-05	6393	992	6.188e-02	2.914e-03	2.373e-03	3.982e-05	6399	993	6.593e-02	1.159e-03	2.431e-03	4.079e-05													7475	942	1.147e-01	2.400e-03	2.488e-03	4.174e-05	8110	917	2.996e-01	8.872e-03	2.669e-03	4.478e-05	11398	890	7.350e-01	7.401e-03	2.802e-03	4.701e-05	11886	867	9.440e-01	1.671e-03	2.954e-03	4.957e-05	12596	841	1.009e+00	4.377e-04	2.980e-03	5.000e-05
												6495	993	8.866e-02	4.158e-03	2.410e-03	4.043e-05	6483	992	6.090e-02	2.939e-03	2.373e-03	3.982e-05	6489	993	5.527e-02	9.572e-04	2.405e-03	4.035e-05													7565	942	1.128e-01	2.331e-03	2.488e-03	4.174e-05	8200	917	2.981e-01	8.807e-03	2.669e-03	4.478e-05	11518	891	7.343e-01	7.436e-03	2.776e-03	4.658e-05	12006	866	9.432e-01	1.701e-03	2.954e-03	4.957e-05	12716	841	9.882e-01	4.312e-04	2.980e-03	5.000e-05
												6585	993	8.573e-02	4.268e-03	2.410e-03	4.043e-05	6573	992	5.987e-02	2.969e-03	2.373e-03	3.982e-05	6579	992	6.366e-02	1.133e-03	2.431e-03	4.079e-05													7655	942	1.114e-01	2.280e-03	2.488e-03	4.174e-05	8290	917	2.942e-01	8.650e-03	2.669e-03	4.478e-05	11638	891	7.203e-01	7.516e-03	2.776e-03	4.658e-05	12126	866	9.431e-01	1.706e-03	2.954e-03	4.957e-05	12836	841	9.889e-01	4.045e-04	2.980e-03	5.000e-05
												6675	993	8.541e-02	4.273e-03	2.410e-03	4.043e-05	6663	992	6.892e-02	3.448e-03	2.400e-03	4.027e-05	6669	992	6.335e-02	1.129e-03	2.431e-03	4.079e-05													7745	942	1.104e-01	2.245e-03	2.488e-03	4.174e-05	8380	917	2.783e-01	8.628e-03	2.617e-03	4.391e-05	11758	891	7.185e-01	7.593e-03	2.776e-03	4.658e-05	12246	866	9.422e-01	1.736e-03	2.954e-03	4.957e-05	12956	841	9.870e-01	4.774e-04	2.980e-03	5.000e-05
												6765	992	7.443e-02	3.863e-03	2.384e-03	4.000e-05	6753	992	6.788e-02	3.469e-03	2.400e-03	4.027e-05	6759	992	6.375e-02	1.126e-03	2.431e-03	4.079e-05													7835	942	1.100e-01	2.229e-03	2.488e-03	4.174e-05	8470	917	2.966e-01	8.725e-03	2.617e-03	4.391e-05	11878	891	7.187e-01	7.586e-03	2.776e-03	4.658e-05	12366	866	9.428e-01	1.717e-03	2.954e-03	4.957e-05	13076	841	9.878e-01	4.457e-04	2.980e-03	5.000e-05
												6855	992	8.291e-02	4.339e-03	2.410e-03	4.043e-05	6843	992	5.749e-02	3.023e-03	2.373e-03	3.982e-05	6849	993	6.297e-02	1.117e-03	2.431e-03	4.079e-05													7925	942	1.128e-01	2.331e-03	2.488e-03	4.174e-05	8560	917	2.777e-01	8.592e-03	2.591e-03	4.348e-05	11998	891	7.188e-01	7.579e-03	2.776e-03	4.658e-05	12486	867	9.299e-01	1.787e-03	2.954e-03	4.957e-05	13196	840	9.881e-01	4.361e-04	2.980e-03	5.000e-05
												6945	992	8.106e-02	4.406e-03	2.410e-03	4.043e-05	6933	992	5.797e-02	3.006e-03	2.373e-03	3.982e-05	6939	993	5.393e-02	9.380e-04	2.405e-03	4.035e-05													8015	942	1.124e-01	2.314e-03	2.488e-03	4.174e-05	8650	917	2.761e-01	8.526e-03	2.591e-03	4.348e-05	12118	891	7.167e-01	7.669e-03	2.776e-03	4.658e-05	12606	867	9.413e-01	1.773e-03	2.954e-03	4.957e-05	13316	840	9.881e-01	4.336e-04	2.980e-03	5.000e-05
												7035	992	7.949e-02	4.461e-03	2.410e-03	4.043e-05	7023	992	5.630e-02	3.055e-03	2.373e-03	3.982e-05	7029	992	5.957e-02	1.098e-03	2.431e-03	4.079e-05													8105	942	1.119e-01	2.297e-03	2.488e-03	4.174e-05	8740	917	2.510e-01	8.163e-03	2.591e-03	4.348e-05	12238	891	7.145e-01	7.767e-03	2.776e-03	4.658e-05	12726	867	9.513e-01	1.805e-03	2.954e-03	4.957e-05	13436	841	9.879e-01	4.432e-04	2.980e-03	5.000e-05
												7125	992	7.760e-02	4.521e-03	2.410e-03	4.043e-05	7113	992	5.740e-02	3.009e-03	2.373e-03	3.982e-05	7119	993	5.924e-02	1.095e-03	2.431e-03	4.079e-05													8195	942	1.114e-01	2.280e-03	2.488e-03	4.174e-05	8830	917	2.508e-01	8.152e-03	2.591e-03	4.348e-05	12358	891	7.129e-01	7.837e-03	2.776e-03	4.658e-05	12846	867	9.519e-01	1.782e-03	2.954e-03	4.957e-05	13556	841	9.870e-01	4.712e-04	2.980e-03	5.000e-05
												7215	992	6.907e-02	4.023e-03	2.384e-03	4.000e-05	7203	992	5.935e-02	2.926e-03	2.373e-03	3.982e-05	7209	992	5.988e-02	1.093e-03	2.431e-03	4.079e-05													8285	942	1.090e-01	2.198e-03	2.488e-03	4.174e-05	8920	917	2.837e-01	8.196e-03	2.643e-03	4.435e-05	12478	891	7.121e-01	7.867e-03	2.776e-03	4.658e-05	12966	867	9.506e-01	1.831e-03	2.954e-03	4.957e-05	13676	841	9.764e-01	4.679e-04	2.954e-03	4.957e-05
												7305	993	7.185e-02	3.891e-03	2.384e-03	4.000e-05	7293	992	5.865e-02	2.930e-03	2.373e-03	3.982e-05	7299	992	5.839e-02	1.084e-03	2.431e-03	4.079e-05													8375	942	1.095e-01	2.213e-03	2.488e-03	4.174e-05	9010	917	2.806e-01	8.065e-03	2.643e-03	4.435e-05	12598	891	7.084e-01	8.031e-03	2.776e-03	4.658e-05	13086	866	9.509e-01	1.820e-03	2.954e-03	4.957e-05	13796	841	9.873e-01	4.621e-04	2.980e-03	5.000e-05
												7395	992	7.525e-02	3.754e-03	2.384e-03	4.000e-05	7383	992	6.122e-02	2.841e-03	2.373e-03	3.982e-05	7389	992	5.849e-02	1.078e-03	2.431e-03	4.079e-05													8465	942	1.090e-01	2.196e-03	2.488e-03	4.174e-05	9100	917	3.008e-01	8.287e-03	2.643e-03	4.435e-05	12718	891	7.060e-01	8.137e-03	2.776e-03	4.658e-05	13206	866	9.517e-01	1.789e-03	2.954e-03	4.957e-05	13916	841	9.775e-01	4.284e-04	2.954e-03	4.957e-05
												7485	992	7.715e-02	3.665e-03	2.384e-03	4.000e-05	7473	992	6.189e-02	2.789e-03	2.373e-03	3.982e-05	7479	992	5.975e-02	1.065e-03	2.431e-03	4.079e-05													8555	942	1.050e-01	2.061e-03	2.488e-03	4.174e-05	9190	917	2.962e-01	8.096e-03	2.643e-03	4.435e-05	12838	891	7.050e-01	8.180e-03	2.776e-03	4.658e-05	13326	866	9.492e-01	1.881e-03	2.954e-03	4.957e-05	14036	841	9.763e-01	4.729e-04	2.954e-03	4.957e-05
												7575	993	8.665e-02	4.090e-03	2.410e-03	4.043e-05	7563	992	5.817e-02	2.915e-03	2.373e-03	3.982e-05	7569	992	6.221e-02	1.077e-03	2.431e-03	4.079e-05													8645	942	1.076e-01	2.149e-03	2.488e-03	4.174e-05	9280	917	2.930e-01	7.962e-03	2.643e-03	4.435e-05	12958	891	7.039e-01	8.227e-03	2.776e-03	4.658e-05	13446	866	9.490e-01	1.889e-03	2.954e-03	4.957e-05	14156	841	9.872e-01	4.681e-04	2.954e-03	4.957e-05
												7665	992	8.926e-02	3.987e-03	2.410e-03	4.043e-05	7653	992	6.355e-02	2.690e-03	2.373e-03	3.982e-05	7659	992	6.525e-02	1.113e-03	2.431e-03	4.079e-05													8735	942	1.047e-01	2.053e-03	2.488e-03	4.174e-05	9370	917	2.925e-01	7.942e-03	2.643e-03	4.435e-05	13078	891	7.034e-01	8.252e-03	2.776e-03	4.658e-05	13566	866	9.492e-01	1.882e-03	2.954e-03	4.957e-05	14276	841	9.775e-01	4.283e-04	2.954e-03	4.957e-05
												7755	992	9.394e-02	3.797e-03	2.410e-03	4.043e-05	7743	992	6.880e-02	2.496e-03	2.373e-03	3.982e-05	7749	992	6.700e-02	1.143e-03	2.431e-03	4.079e-05													8825	942	1.069e-01	2.126e-03	2.488e-03	4.174e-05	9460	917	2.680e-01	7.537e-03	2.643e-03	4.435e-05	13198	891	6.998e-01	8.412e-03	2.776e-03	4.658e-05	13686	867	9.486e-01	1.905e-03	2.954e-03	4.957e-05	14396	841	9.866e-01	4.861e-04	2.980e-03	5.000e-05
												7845	992	9.191e-02	3.831e-03	2.410e-03	4.043e-05	7833	992	6.379e-02	2.662e-03	2.373e-03	3.982e-05	7839	992	6.559e-02	1.118e-03	2.431e-03	4.079e-05													8915	942	1.031e-01	2.001e-03	2.488e-03	4.174e-05	9550	917	2.419e-01	7.096e-03	2.643e-03	4.435e-05	13318	891	6.995e-01	8.421e-03	2.776e-03	4.658e-05	13806	867	9.492e-01	1.882e-03	2.954e-03	4.957e-05	14516	841	9.869e-01	4.804e-04	2.980e-03	5.000e-05
												7935	992	9.500e-02	3.716e-03	2.410e-03	4.043e-05	7923	991	6.680e-02	2.545e-03	2.373e-03	3.982e-05	7929	992	6.414e-02	1.094e-03	2.431e-03	4.079e-05													9005	942	1.036e-01	2.016e-03	2.488e-03	4.174e-05	9640	917	2.617e-01	7.276e-03	2.643e-03	4.435e-05	13438	890	6.982e-01	8.482e-03	2.776e-03	4.658e-05	13926	867	9.489e-01	1.894e-03	2.954e-03	4.957e-05	14636	840	9.873e-01	4.654e-04	2.980e-03	5.000e-05
