Isothermal temperature [K]: 1164						1098						994						994						994						994						994						942						917						891						867						841					
Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error
0	823	1.000e+00	0.000e+00	2.980e-03	5.000e-05	0	823	1.000e+00	0.000e+00	2.980e-03	5.000e-05	0	823	1.000e+00	2.258e-02	2.980e-03	5.000e-05	0	823	1.000e+00	2.172e-02	2.980e-03	5.000e-05	0	823	1.000e+00	2.411e-02	2.980e-03	5.000e-05	0	823	1.000e+00	0.000e+00	2.980e-03	5.000e-05	0	823	1.000e+00	0.000e+00	2.980e-03	5.000e-05	0	823	1.000e+00	2.593e-02	2.980e-03	5.000e-05	0	823	1.000e+00	2.809e-02	2.980e-03	5.000e-05	0	823	1.000e+00	0.000e+00	2.980e-03	5.000e-05	0	823	1.000e+00	0.000e+00	2.980e-03	5.000e-05	0	823	1.000e+00	0.000e+00	2.980e-03	5.000e-05
29	828	9.989e-01	3.831e-05	2.980e-03	5.000e-05	36	829	9.879e-01	5.941e-05	2.980e-03	5.000e-05	15	825	9.964e-01	2.273e-02	2.928e-03	4.913e-05	3	823	9.989e-01	2.169e-02	2.980e-03	5.000e-05	9	825	1.000e+00	2.411e-02	2.980e-03	5.000e-05	18	826	9.886e-01	2.974e-05	2.980e-03	5.000e-05	28	828	1.001e+00	4.394e-05	2.980e-03	5.000e-05	5	823	1.001e+00	2.595e-02	2.980e-03	5.000e-05	10	824	9.993e-01	2.807e-02	2.980e-03	5.000e-05	28	828	9.890e-01	1.312e-05	2.980e-03	5.000e-05	6	824	9.889e-01	1.215e-05	2.980e-03	5.000e-05	45	828	1.010e+00	1.993e-05	2.980e-03	5.000e-05
50	831	9.882e-01	4.148e-05	2.980e-03	5.000e-05	96	840	9.904e-01	3.557e-05	2.980e-03	5.000e-05	29	828	1.000e+00	2.258e-02	2.980e-03	5.000e-05	29	828	9.987e-01	2.169e-02	2.980e-03	5.000e-05	27	828	9.986e-01	2.407e-02	2.980e-03	5.000e-05	28	828	9.882e-01	4.292e-05	2.980e-03	5.000e-05	56	833	1.001e+00	5.127e-05	2.980e-03	5.000e-05	29	828	1.000e+00	2.593e-02	2.980e-03	5.000e-05	28	828	9.992e-01	2.807e-02	2.980e-03	5.000e-05	57	833	9.902e-01	2.829e-05	2.980e-03	5.000e-05	28	828	9.777e-01	1.792e-05	2.980e-03	5.000e-05	116	832	1.020e+00	3.884e-05	3.006e-03	5.043e-05
58	833	1.000e+00	1.750e-05	2.980e-03	5.000e-05	156	850	1.012e+00	3.900e-05	2.980e-03	5.000e-05	58	833	1.012e+00	2.264e-02	2.980e-03	5.000e-05	58	833	1.002e+00	2.177e-02	2.980e-03	5.000e-05	55	833	9.895e-01	2.409e-02	2.980e-03	5.000e-05	57	833	9.893e-01	1.534e-06	2.980e-03	5.000e-05	86	838	1.002e+00	7.309e-05	2.980e-03	5.000e-05	58	833	1.001e+00	2.595e-02	2.980e-03	5.000e-05	56	833	1.001e+00	2.813e-02	2.980e-03	5.000e-05	87	838	9.911e-01	6.297e-05	2.980e-03	5.000e-05	56	833	9.779e-01	1.085e-05	2.980e-03	5.000e-05	117	833	1.000e+00	1.861e-06	2.980e-03	5.000e-05
86	838	9.957e-01	1.583e-04	2.980e-03	5.000e-05	216	860	1.004e+00	1.257e-04	2.980e-03	5.000e-05	87	838	9.987e-01	2.254e-02	2.980e-03	5.000e-05	87	838	1.000e+00	2.173e-02	2.980e-03	5.000e-05	84	838	9.894e-01	2.409e-02	2.980e-03	5.000e-05	85	838	1.001e+00	2.752e-05	2.980e-03	5.000e-05	114	843	1.001e+00	4.407e-05	2.980e-03	5.000e-05	87	838	1.001e+00	2.597e-02	2.980e-03	5.000e-05	86	838	9.750e-01	2.801e-02	2.980e-03	5.000e-05	116	843	1.001e+00	2.757e-05	2.980e-03	5.000e-05	84	838	9.775e-01	2.692e-05	2.980e-03	5.000e-05	236	837	1.021e+00	1.276e-05	3.006e-03	5.043e-05
116	843	9.999e-01	4.560e-06	2.980e-03	5.000e-05	276	870	1.004e+00	1.084e-04	2.980e-03	5.000e-05	105	841	1.012e+00	2.263e-02	2.980e-03	5.000e-05	93	838	1.002e+00	2.177e-02	2.980e-03	5.000e-05	99	840	9.794e-01	2.410e-02	2.980e-03	5.000e-05	113	843	1.001e+00	3.507e-05	2.980e-03	5.000e-05	142	848	1.002e+00	8.080e-05	2.980e-03	5.000e-05	95	839	1.002e+00	2.598e-02	2.980e-03	5.000e-05	100	840	1.014e+00	2.819e-02	2.980e-03	5.000e-05	118	843	9.995e-01	1.694e-05	2.980e-03	5.000e-05	112	843	9.542e-01	5.266e-05	2.980e-03	5.000e-05	280	838	1.012e+00	3.939e-05	2.980e-03	5.000e-05
140	847	9.988e-01	4.275e-05	2.980e-03	5.000e-05	288	873	9.911e-01	5.752e-05	2.980e-03	5.000e-05	117	843	1.010e+00	2.259e-02	2.980e-03	5.000e-05	116	843	1.001e+00	2.174e-02	2.980e-03	5.000e-05	112	843	1.002e+00	2.415e-02	2.980e-03	5.000e-05	138	847	9.905e-01	4.032e-05	2.980e-03	5.000e-05	148	849	1.003e+00	9.553e-05	2.980e-03	5.000e-05	115	843	1.002e+00	2.599e-02	2.980e-03	5.000e-05	114	843	1.013e+00	2.816e-02	2.980e-03	5.000e-05	145	848	9.910e-01	5.925e-05	2.980e-03	5.000e-05	126	845	9.775e-01	2.531e-05	2.980e-03	5.000e-05	356	838	1.011e+00	5.164e-06	2.980e-03	5.000e-05
145	848	9.996e-01	1.474e-05	2.980e-03	5.000e-05	336	881	1.001e+00	3.589e-05	2.980e-03	5.000e-05	144	848	1.013e+00	2.266e-02	2.980e-03	5.000e-05	146	848	1.002e+00	2.178e-02	2.980e-03	5.000e-05	141	848	9.788e-01	2.408e-02	2.980e-03	5.000e-05	141	848	1.001e+00	4.830e-05	2.980e-03	5.000e-05	170	853	1.003e+00	1.175e-04	2.980e-03	5.000e-05	144	848	1.003e+00	2.600e-02	2.980e-03	5.000e-05	142	848	1.040e+00	2.810e-02	3.058e-03	5.130e-05	173	853	9.910e-01	5.925e-05	2.980e-03	5.000e-05	147	848	9.674e-01	1.289e-05	2.980e-03	5.000e-05	476	839	1.020e+00	2.144e-05	3.006e-03	5.043e-05
174	853	9.906e-01	4.340e-05	2.980e-03	5.000e-05	396	891	1.014e+00	9.134e-05	2.980e-03	5.000e-05	173	853	1.011e+00	2.261e-02	2.980e-03	5.000e-05	175	853	1.002e+00	2.177e-02	2.980e-03	5.000e-05	169	853	9.896e-01	2.410e-02	2.980e-03	5.000e-05	169	853	9.907e-01	4.749e-05	2.980e-03	5.000e-05	199	858	1.004e+00	1.395e-04	2.980e-03	5.000e-05	172	853	1.002e+00	2.599e-02	2.980e-03	5.000e-05	171	853	1.015e+00	2.824e-02	2.980e-03	5.000e-05	203	858	1.001e+00	2.683e-05	2.980e-03	5.000e-05	188	853	9.783e-01	3.601e-06	2.980e-03	5.000e-05	596	840	1.021e+00	2.696e-07	2.980e-03	5.000e-05
202	858	1.002e+00	7.704e-05	2.980e-03	5.000e-05	456	901	9.953e-01	1.820e-04	2.980e-03	5.000e-05	195	856	1.012e+00	2.263e-02	2.980e-03	5.000e-05	183	854	1.002e+00	2.176e-02	2.980e-03	5.000e-05	189	856	9.780e-01	2.406e-02	2.980e-03	5.000e-05	197	858	1.001e+00	3.396e-05	2.980e-03	5.000e-05	227	863	1.004e+00	1.262e-04	2.980e-03	5.000e-05	185	855	1.004e+00	2.605e-02	2.980e-03	5.000e-05	190	856	9.896e-01	2.811e-02	2.980e-03	5.000e-05	230	863	1.000e+00	1.385e-05	2.980e-03	5.000e-05	245	858	9.896e-01	1.452e-05	2.980e-03	5.000e-05	716	840	1.029e+00	8.698e-05	3.006e-03	5.043e-05
230	863	1.002e+00	8.682e-05	2.980e-03	5.000e-05	516	912	9.994e-01	5.810e-05	2.980e-03	5.000e-05	202	858	1.013e+00	2.266e-02	2.980e-03	5.000e-05	204	858	1.005e+00	2.184e-02	2.980e-03	5.000e-05	197	858	9.793e-01	2.410e-02	2.980e-03	5.000e-05	226	863	1.000e+00	1.364e-06	2.980e-03	5.000e-05	257	868	1.004e+00	1.392e-04	2.980e-03	5.000e-05	202	858	1.003e+00	2.601e-02	3.006e-03	5.043e-05	200	858	1.002e+00	2.815e-02	2.980e-03	5.000e-05	238	864	9.897e-01	1.209e-05	2.980e-03	5.000e-05	246	858	9.896e-01	1.212e-05	2.980e-03	5.000e-05	836	840	1.020e+00	3.441e-05	2.980e-03	5.000e-05
260	868	1.002e+00	5.548e-05	2.980e-03	5.000e-05	576	922	9.934e-01	2.906e-04	2.955e-03	4.957e-05	230	863	1.012e+00	2.264e-02	2.980e-03	5.000e-05	232	863	1.003e+00	2.179e-02	2.980e-03	5.000e-05	226	863	9.771e-01	2.404e-02	2.980e-03	5.000e-05	255	868	1.002e+00	5.473e-05	2.980e-03	5.000e-05	268	870	1.005e+00	1.692e-04	2.980e-03	5.000e-05	230	863	9.921e-01	2.599e-02	2.980e-03	5.000e-05	227	863	9.897e-01	2.811e-02	2.980e-03	5.000e-05	260	868	9.798e-01	4.423e-05	2.980e-03	5.000e-05	360	863	9.783e-01	1.412e-06	2.980e-03	5.000e-05	956	840	1.008e+00	8.044e-05	2.980e-03	5.000e-05
290	873	9.909e-01	5.403e-05	2.980e-03	5.000e-05	582	923	9.878e-01	6.518e-04	3.056e-03	5.128e-05	259	868	1.011e+00	2.261e-02	2.980e-03	5.000e-05	262	868	1.002e+00	2.178e-02	2.980e-03	5.000e-05	254	868	9.890e-01	2.408e-02	2.980e-03	5.000e-05	258	868	1.002e+00	7.620e-05	2.980e-03	5.000e-05	284	873	1.004e+00	1.554e-04	2.980e-03	5.000e-05	259	868	9.933e-01	2.602e-02	2.980e-03	5.000e-05	257	868	1.014e+00	2.820e-02	2.980e-03	5.000e-05	295	873	9.993e-01	2.327e-05	2.980e-03	5.000e-05	366	863	9.777e-01	1.908e-05	2.980e-03	5.000e-05	1076	840	1.009e+00	4.569e-05	2.980e-03	5.000e-05
318	878	1.002e+00	6.912e-05	2.980e-03	5.000e-05	636	932	9.754e-01	1.156e-03	3.031e-03	5.085e-05	285	872	1.012e+00	2.264e-02	2.980e-03	5.000e-05	273	870	1.002e+00	2.177e-02	2.980e-03	5.000e-05	279	872	9.902e-01	2.411e-02	2.980e-03	5.000e-05	283	873	1.002e+00	5.572e-05	2.980e-03	5.000e-05	313	878	1.002e+00	6.784e-05	2.980e-03	5.000e-05	275	870	1.006e+00	2.609e-02	2.980e-03	5.000e-05	280	872	1.001e+00	2.811e-02	2.980e-03	5.000e-05	340	878	9.894e-01	4.894e-07	2.980e-03	5.000e-05	486	865	9.897e-01	1.760e-05	2.980e-03	5.000e-05	1196	840	1.010e+00	3.580e-05	2.980e-03	5.000e-05
320	878	9.901e-01	2.558e-05	2.954e-03	4.957e-05	696	942	9.400e-01	1.885e-03	2.929e-03	4.915e-05	288	873	1.010e+00	2.258e-02	2.980e-03	5.000e-05	290	873	1.002e+00	2.176e-02	2.980e-03	5.000e-05	283	873	1.000e+00	2.412e-02	2.980e-03	5.000e-05	313	878	1.001e+00	3.581e-05	2.980e-03	5.000e-05	342	883	1.003e+00	9.666e-05	2.980e-03	5.000e-05	289	873	1.005e+00	2.607e-02	2.980e-03	5.000e-05	285	873	1.015e+00	2.822e-02	2.980e-03	5.000e-05	358	879	9.772e-01	4.827e-05	2.980e-03	5.000e-05	606	866	9.897e-01	1.697e-05	2.980e-03	5.000e-05	1316	841	1.009e+00	4.983e-05	2.980e-03	5.000e-05
348	883	1.000e+00	2.712e-06	2.980e-03	5.000e-05	756	953	8.854e-01	3.493e-03	2.980e-03	5.000e-05	317	878	1.013e+00	2.265e-02	2.980e-03	5.000e-05	318	878	1.001e+00	2.173e-02	2.980e-03	5.000e-05	312	878	9.890e-01	2.408e-02	2.980e-03	5.000e-05	342	883	1.002e+00	6.917e-05	2.980e-03	5.000e-05	370	888	1.015e+00	1.535e-04	3.007e-03	5.046e-05	317	878	1.004e+00	2.604e-02	2.980e-03	5.000e-05	313	878	1.002e+00	2.815e-02	2.980e-03	5.000e-05	408	883	9.760e-01	9.083e-05	2.980e-03	5.000e-05	726	866	9.878e-01	5.280e-05	3.006e-03	5.043e-05	1436	841	1.009e+00	6.662e-05	2.980e-03	5.000e-05
376	888	9.892e-01	4.994e-06	2.954e-03	4.957e-05	816	963	8.038e-01	6.023e-03	2.853e-03	4.786e-05	346	883	1.012e+00	2.263e-02	2.980e-03	5.000e-05	347	883	1.001e+00	2.173e-02	2.980e-03	5.000e-05	339	883	9.884e-01	2.406e-02	2.980e-03	5.000e-05	369	888	9.998e-01	6.085e-06	2.980e-03	5.000e-05	388	891	1.014e+00	9.918e-05	3.007e-03	5.046e-05	345	883	1.004e+00	2.604e-02	2.980e-03	5.000e-05	342	883	1.002e+00	2.814e-02	2.980e-03	5.000e-05	478	885	9.970e-01	1.094e-04	2.980e-03	5.000e-05	846	866	9.877e-01	5.685e-05	3.006e-03	5.043e-05	1556	841	1.008e+00	9.503e-05	2.980e-03	5.000e-05
405	893	9.841e-01	1.912e-04	2.954e-03	4.957e-05	876	973	6.767e-01	9.581e-03	2.776e-03	4.658e-05	374	888	1.011e+00	2.261e-02	2.980e-03	5.000e-05	363	885	1.001e+00	2.173e-02	2.980e-03	5.000e-05	368	888	9.870e-01	2.402e-02	2.980e-03	5.000e-05	378	889	9.996e-01	1.341e-05	2.980e-03	5.000e-05	399	893	1.012e+00	3.748e-05	3.007e-03	5.046e-05	365	886	1.002e+00	2.600e-02	2.980e-03	5.000e-05	370	888	1.000e+00	2.810e-02	2.980e-03	5.000e-05	568	888	9.838e-01	2.026e-04	2.980e-03	5.000e-05	966	866	9.866e-01	9.543e-05	3.006e-03	5.043e-05	1676	840	1.008e+00	7.793e-05	2.980e-03	5.000e-05
410	893	9.741e-01	1.634e-04	2.954e-03	4.957e-05	936	983	5.445e-01	1.406e-02	2.700e-03	4.530e-05	375	888	1.009e+00	2.256e-02	2.980e-03	5.000e-05	377	888	1.001e+00	2.174e-02	2.980e-03	5.000e-05	369	888	9.863e-01	2.400e-02	2.980e-03	5.000e-05	397	893	9.994e-01	1.815e-05	2.980e-03	5.000e-05	428	898	1.010e+00	3.815e-05	3.007e-03	5.046e-05	374	888	1.001e+00	2.597e-02	2.980e-03	5.000e-05	400	893	9.983e-01	2.804e-02	2.980e-03	5.000e-05	598	888	9.842e-01	1.885e-04	2.980e-03	5.000e-05	1086	866	9.861e-01	1.129e-04	3.006e-03	5.043e-05	1796	841	1.009e+00	7.090e-05	2.980e-03	5.000e-05
433	898	9.734e-01	1.882e-04	2.954e-03	4.957e-05	996	993	4.118e-01	2.013e-02	2.700e-03	4.530e-05	402	893	1.007e+00	2.251e-02	2.980e-03	5.000e-05	405	893	1.000e+00	2.172e-02	2.980e-03	5.000e-05	396	893	9.848e-01	2.396e-02	2.980e-03	5.000e-05	426	898	9.860e-01	1.179e-04	2.980e-03	5.000e-05	456	903	1.007e+00	1.590e-04	3.007e-03	5.046e-05	404	893	9.890e-01	2.590e-02	2.980e-03	5.000e-05	434	898	9.964e-01	2.799e-02	2.980e-03	5.000e-05	718	889	9.594e-01	2.962e-04	2.955e-03	4.957e-05	1206	866	1.005e+00	2.058e-04	3.032e-03	5.087e-05	1916	840	1.009e+00	7.115e-05	2.980e-03	5.000e-05
463	903	9.827e-01	2.454e-04	2.954e-03	4.957e-05	1056	1003	2.698e-01	2.489e-02	2.547e-03	4.274e-05	433	898	1.005e+00	2.245e-02	2.980e-03	5.000e-05	435	898	9.983e-01	2.167e-02	2.980e-03	5.000e-05	425	898	9.924e-01	2.389e-02	2.980e-03	5.000e-05	455	903	9.733e-01	1.849e-04	2.980e-03	5.000e-05	485	908	1.004e+00	2.464e-04	3.007e-03	5.046e-05	432	898	9.871e-01	2.585e-02	2.980e-03	5.000e-05	460	901	9.827e-01	2.790e-02	2.954e-03	4.957e-05	838	890	9.667e-01	4.296e-04	2.955e-03	4.957e-05	1326	866	1.016e+00	1.839e-04	3.032e-03	5.087e-05	2036	840	1.010e+00	2.268e-05	2.980e-03	5.000e-05
491	908	9.785e-01	3.971e-04	2.954e-03	4.957e-05	1116	1014	2.170e-01	2.709e-02	2.522e-03	4.231e-05	462	903	1.004e+00	2.242e-02	2.980e-03	5.000e-05	453	901	9.874e-01	2.164e-02	2.954e-03	4.956e-05	454	903	9.801e-01	2.383e-02	2.980e-03	5.000e-05	484	908	9.707e-01	2.832e-04	2.954e-03	4.957e-05	508	912	9.895e-01	3.820e-04	3.007e-03	5.046e-05	455	902	9.740e-01	2.576e-02	2.980e-03	5.000e-05	474	903	9.810e-01	2.785e-02	2.954e-03	4.957e-05	958	890	9.744e-01	5.446e-04	2.955e-03	4.957e-05	1446	867	9.962e-01	1.380e-04	3.006e-03	5.043e-05	2156	840	1.009e+00	6.387e-05	2.980e-03	5.000e-05
500	909	9.769e-01	4.563e-04	2.954e-03	4.957e-05	1170	1023	1.808e-01	2.830e-02	2.496e-03	4.188e-05	465	903	1.002e+00	2.237e-02	2.980e-03	5.000e-05	463	903	9.858e-01	2.159e-02	2.954e-03	4.956e-05	459	903	9.904e-01	2.384e-02	3.006e-03	5.044e-05	498	910	9.667e-01	4.275e-04	2.954e-03	4.957e-05	515	913	9.784e-01	3.772e-04	2.980e-03	5.000e-05	460	903	9.736e-01	2.575e-02	2.980e-03	5.000e-05	532	908	1.001e+00	2.781e-02	2.980e-03	5.000e-05	1078	890	9.595e-01	6.936e-04	2.955e-03	4.957e-05	1566	867	9.943e-01	2.079e-04	3.006e-03	5.043e-05	2276	840	1.019e+00	6.451e-05	2.980e-03	5.000e-05
520	913	9.758e-01	4.988e-04	2.954e-03	4.957e-05	1176	1024	1.777e-01	2.848e-02	2.496e-03	4.188e-05	490	908	9.931e-01	2.238e-02	2.954e-03	4.957e-05	492	908	9.831e-01	2.152e-02	2.954e-03	4.956e-05	483	908	9.778e-01	2.377e-02	2.980e-03	5.000e-05	511	913	9.766e-01	4.620e-04	2.954e-03	4.957e-05	543	918	9.856e-01	5.253e-04	2.980e-03	5.000e-05	490	908	9.912e-01	2.568e-02	2.980e-03	5.000e-05	550	908	9.724e-01	2.759e-02	2.980e-03	5.000e-05	1198	890	9.701e-01	7.037e-04	2.955e-03	4.957e-05	1686	867	1.005e+00	2.091e-04	3.006e-03	5.043e-05	2396	841	1.020e+00	3.003e-05	2.980e-03	5.000e-05
548	918	9.500e-01	6.461e-04	2.929e-03	4.914e-05	1214	1030	1.651e-01	2.917e-02	2.496e-03	4.188e-05	519	913	9.936e-01	2.238e-02	2.928e-03	4.913e-05	521	913	9.810e-01	2.146e-02	2.954e-03	4.956e-05	512	913	9.724e-01	2.362e-02	2.980e-03	5.000e-05	540	918	9.724e-01	6.164e-04	2.954e-03	4.957e-05	571	923	9.797e-01	7.432e-04	2.980e-03	5.000e-05	519	913	9.657e-01	2.553e-02	2.980e-03	5.000e-05	640	912	9.630e-01	2.731e-02	2.954e-03	4.957e-05	1318	890	9.685e-01	7.612e-04	2.955e-03	4.957e-05	1806	867	1.005e+00	1.963e-04	3.006e-03	5.043e-05	2516	841	1.019e+00	7.871e-05	2.980e-03	5.000e-05
577	923	9.409e-01	9.864e-04	2.929e-03	4.914e-05	1236	1034	1.613e-01	2.940e-02	2.496e-03	4.188e-05	549	918	9.917e-01	2.233e-02	2.928e-03	4.913e-05	543	916	9.764e-01	2.134e-02	2.954e-03	4.956e-05	539	918	9.580e-01	2.350e-02	2.954e-03	4.956e-05	570	923	9.544e-01	8.792e-04	2.929e-03	4.914e-05	600	928	9.735e-01	9.728e-04	2.980e-03	5.000e-05	545	917	9.631e-01	2.546e-02	2.980e-03	5.000e-05	641	913	9.927e-01	2.725e-02	3.032e-03	5.087e-05	1438	890	9.760e-01	8.750e-04	2.955e-03	4.957e-05	1926	867	9.935e-01	2.360e-04	3.006e-03	5.043e-05	2636	841	1.018e+00	1.085e-04	2.980e-03	5.000e-05
590	925	9.481e-01	1.127e-03	2.929e-03	4.914e-05	1274	1040	1.535e-01	2.980e-02	2.496e-03	4.188e-05	555	919	9.860e-01	2.218e-02	2.954e-03	4.957e-05	550	918	9.729e-01	2.125e-02	2.954e-03	4.956e-05	549	919	9.425e-01	2.336e-02	2.954e-03	4.956e-05	599	928	9.325e-01	1.284e-03	2.929e-03	4.914e-05	628	932	9.548e-01	1.252e-03	2.953e-03	4.954e-05	547	918	9.735e-01	2.546e-02	2.980e-03	5.000e-05	730	914	9.375e-01	2.687e-02	2.928e-03	4.913e-05	1558	890	9.739e-01	9.552e-04	2.955e-03	4.957e-05	2046	866	9.922e-01	2.858e-04	3.006e-03	5.043e-05	2756	841	1.019e+00	8.974e-05	2.980e-03	5.000e-05
606	928	9.437e-01	1.293e-03	2.929e-03	4.914e-05	1296	1044	1.495e-01	3.003e-02	2.496e-03	4.188e-05	577	923	9.915e-01	2.207e-02	2.954e-03	4.957e-05	579	923	9.591e-01	2.113e-02	2.927e-03	4.912e-05	569	923	9.492e-01	2.325e-02	2.954e-03	4.956e-05	618	931	9.358e-01	1.577e-03	2.929e-03	4.914e-05	630	933	9.539e-01	1.284e-03	2.953e-03	4.954e-05	581	923	9.546e-01	2.521e-02	2.954e-03	4.957e-05	820	915	9.164e-01	2.658e-02	2.954e-03	4.957e-05	1678	890	9.711e-01	1.057e-03	2.955e-03	4.957e-05	2166	866	9.902e-01	3.566e-04	3.006e-03	5.043e-05	2876	841	1.018e+00	1.016e-04	2.980e-03	5.000e-05
636	933	9.208e-01	1.746e-03	2.903e-03	4.871e-05	1356	1054	1.101e-01	3.043e-02	2.471e-03	4.145e-05	606	928	9.837e-01	2.186e-02	2.954e-03	4.957e-05	607	928	9.491e-01	2.086e-02	2.927e-03	4.912e-05	597	928	9.542e-01	2.309e-02	2.954e-03	4.956e-05	628	933	9.221e-01	1.677e-03	2.903e-03	4.871e-05	657	938	9.379e-01	1.892e-03	2.953e-03	4.954e-05	622	928	9.530e-01	2.487e-02	2.954e-03	4.957e-05	910	915	9.548e-01	2.641e-02	3.006e-03	5.043e-05	1798	890	9.586e-01	1.127e-03	2.929e-03	4.915e-05	2286	866	9.904e-01	3.496e-04	3.006e-03	5.043e-05	2996	841	1.018e+00	1.079e-04	2.980e-03	5.000e-05
665	938	8.925e-01	2.407e-03	2.903e-03	4.871e-05							635	933	9.659e-01	2.162e-02	2.928e-03	4.913e-05	633	932	9.367e-01	2.053e-02	2.927e-03	4.912e-05	626	933	9.241e-01	2.283e-02	2.928e-03	4.912e-05	657	938	8.978e-01	2.179e-03	2.903e-03	4.871e-05	688	943	9.098e-01	2.536e-03	2.925e-03	4.908e-05	635	929	9.403e-01	2.480e-02	2.954e-03	4.957e-05	1000	916	9.151e-01	2.617e-02	2.928e-03	4.913e-05	1918	891	9.577e-01	1.163e-03	2.929e-03	4.915e-05	2406	866	9.891e-01	3.992e-04	3.006e-03	5.043e-05	3116	840	1.020e+00	4.782e-05	2.980e-03	5.000e-05
680	940	8.935e-01	2.809e-03	2.903e-03	4.871e-05							645	934	9.615e-01	2.149e-02	2.928e-03	4.913e-05	636	933	9.352e-01	2.050e-02	2.927e-03	4.912e-05	639	935	9.162e-01	2.260e-02	2.954e-03	4.956e-05	685	943	8.808e-01	2.834e-03	2.877e-03	4.828e-05	716	948	8.843e-01	3.076e-03	2.898e-03	4.862e-05	679	933	9.051e-01	2.439e-02	2.928e-03	4.913e-05	1090	916	8.867e-01	2.564e-02	2.928e-03	4.913e-05	2038	891	9.570e-01	1.190e-03	2.929e-03	4.915e-05	2526	866	1.000e+00	3.765e-04	3.006e-03	5.043e-05	3236	841	1.018e+00	1.055e-04	2.980e-03	5.000e-05
693	943	8.766e-01	3.034e-03	2.877e-03	4.828e-05							664	938	9.470e-01	2.135e-02	2.902e-03	4.870e-05	664	938	9.185e-01	2.028e-02	2.901e-03	4.867e-05	654	938	8.779e-01	2.212e-02	2.954e-03	4.956e-05	715	948	8.078e-01	3.865e-03	2.852e-03	4.784e-05	746	953	8.556e-01	4.226e-03	2.898e-03	4.862e-05	725	935	9.028e-01	2.400e-02	2.928e-03	4.913e-05	1180	916	8.841e-01	2.520e-02	2.980e-03	5.000e-05	2158	891	9.514e-01	1.396e-03	2.929e-03	4.915e-05	2646	867	9.990e-01	4.236e-04	3.006e-03	5.043e-05	3356	841	1.017e+00	1.428e-04	2.980e-03	5.000e-05
723	948	8.339e-01	3.819e-03	2.852e-03	4.784e-05							692	943	9.362e-01	2.076e-02	2.902e-03	4.870e-05	693	943	8.927e-01	1.983e-02	2.875e-03	4.823e-05	684	943	8.909e-01	2.184e-02	2.902e-03	4.868e-05	738	952	8.133e-01	4.611e-03	2.826e-03	4.741e-05	748	953	8.435e-01	4.233e-03	2.871e-03	4.817e-05	797	938	8.754e-01	2.317e-02	2.902e-03	4.870e-05	1270	916	8.551e-01	2.501e-02	2.902e-03	4.870e-05	2278	891	9.392e-01	1.451e-03	2.929e-03	4.915e-05	2766	867	1.001e+00	3.670e-04	3.006e-03	5.043e-05	3476	841	1.017e+00	1.330e-04	2.980e-03	5.000e-05
751	953	8.062e-01	4.958e-03	2.826e-03	4.741e-05							722	948	9.143e-01	2.041e-02	2.876e-03	4.826e-05	721	948	8.602e-01	1.919e-02	2.848e-03	4.779e-05	712	948	8.615e-01	2.128e-02	2.875e-03	4.825e-05	744	953	8.101e-01	4.740e-03	2.826e-03	4.741e-05	773	958	8.193e-01	5.227e-03	2.871e-03	4.817e-05	815	938	8.604e-01	2.304e-02	2.876e-03	4.826e-05	1360	916	8.453e-01	2.469e-02	2.902e-03	4.870e-05	2398	891	9.473e-01	1.552e-03	2.929e-03	4.915e-05	2886	867	9.875e-01	4.556e-04	3.006e-03	5.043e-05	3596	841	1.018e+00	1.080e-04	2.980e-03	5.000e-05
770	956	7.832e-01	5.921e-03	2.826e-03	4.741e-05							735	950	9.082e-01	2.023e-02	2.876e-03	4.826e-05	723	948	8.595e-01	1.917e-02	2.848e-03	4.779e-05	729	951	8.055e-01	2.062e-02	2.875e-03	4.825e-05	772	958	7.424e-01	6.044e-03	2.774e-03	4.655e-05	803	963	7.722e-01	6.700e-03	2.843e-03	4.771e-05	905	940	8.178e-01	2.205e-02	2.850e-03	4.783e-05	1450	916	8.376e-01	2.444e-02	2.902e-03	4.870e-05	2518	891	9.331e-01	1.679e-03	2.929e-03	4.915e-05	3006	867	9.872e-01	4.667e-04	3.006e-03	5.043e-05	3716	841	1.017e+00	1.470e-04	2.980e-03	5.000e-05
