scenario_id,tau,cell_index,xi_left,xi_right,u,v,f
R01,1.1000000000000001,8,0.53333333333333333,0.59999999999999998,0.42907503133470953,0.57092496866529074,0.53556570568802331
R01,1.1000000000000001,9,0.59999999999999998,0.66666666666666663,0.44486138942850739,0.55513861057149283,0.52939860314831488
R01,1.1000000000000001,10,0.66666666666666663,0.73333333333333328,0.46263073715311098,0.53736926284688924,0.52240538214601084
R01,1.1000000000000001,11,0.73333333333333328,0.80000000000000004,0.48244902788713029,0.51755097211286993,0.51454814832451823
R01,1.1000000000000001,12,0.80000000000000004,0.8666666666666667,0.50438531399015152,0.4956146860098487,0.50578894986157752
R01,1.1000000000000001,13,0.8666666666666667,0.93333333333333335,0.52851054388912178,0.47148945611087834,0.49609110401843648
R01,1.1000000000000001,14,0.93333333333333335,1,0.55489616851586532,0.44510383148413479,0.4854207342789213
R01,1.2000000000000002,0,0,0.066666666666666666,0.36531612503780153,0.63468387496219869,0.53884423050911634
R01,1.2000000000000002,1,0.066666666666666666,0.13333333333333333,0.36700239291882641,0.63299760708117381,0.53815584188724297
R01,1.2000000000000002,2,0.13333333333333333,0.20000000000000001,0.37038205722062295,0.62961794277937733,0.53677439438795926
R01,1.2000000000000002,3,0.20000000000000001,0.26666666666666666,0.37546929934504719,0.62453070065495297,0.53469063237636127
R01,1.2000000000000002,4,0.26666666666666666,0.33333333333333331,0.382285200049436,0.61771479995056411,0.53189088767327675
R01,1.2000000000000002,5,0.33333333333333331,0.40000000000000002,0.39085750384474355,0.60914249615525662,0.52835734641394905
R01,1.2000000000000002,6,0.40000000000000002,0.46666666666666667,0.4012202949953555,0.59877970500464472,0.52406841876333055
R01,1.2000000000000002,7,0.46666666666666667,0.53333333333333333,0.41341357691051095,0.58658642308948927,0.51899922273947152
R01,1.2000000000000002,8,0.53333333333333333,0.59999999999999998,0.42748274500705241,0.57251725499294781,0.51312219529461434
R01,1.2000000000000002,9,0.59999999999999998,0.66666666666666663,0.44347794169637988,0.55652205830362023,0.50640784496822511
R01,1.2000000000000002,10,0.66666666666666663,0.73333333333333328,0.46145328111513889,0.53854671888486128,0.49882566059432454
R01,1.2000000000000002,11,0.73333333333333328,0.80000000000000004,0.48146593071569482,0.51853406928430534,0.49034518940507132
