         3710930 function calls (3545026 primitive calls) in 1.698 seconds

   Ordered by: cumulative time
   List reduced from 541 to 60 due to restriction <60>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     5916    0.005    0.000    0.141    0.000 /Users/wanggaoying/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/pathlib.py:1015(read_bytes)
        7    0.000    0.000    0.133    0.019 /private/tmp/brick-water-backend-probe/venv/lib/python3.12/site-packages/sludge_sandbox/exact_source_column.py:60(operator_identity)
        7    0.000    0.000    0.133    0.019 /private/tmp/brick-water-backend-probe/venv/lib/python3.12/site-packages/sludge_sandbox/exact_source_column.py:55(_binding)
        7    0.000    0.000    0.133    0.019 /private/tmp/brick-water-backend-probe/venv/lib/python3.12/site-packages/sludge_sandbox/source_wet_column.py:160(model_identity)
     2361    0.006    0.000    0.133    0.000 /private/tmp/brick-water-backend-probe/venv/lib/python3.12/site-packages/sludge_sandbox/water_implementation.py:27(canonical_json)
     8519    0.130    0.000    0.130    0.000 /Users/wanggaoying/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/json/decoder.py:344(raw_decode)
     3721    0.004    0.000    0.127    0.000 /Users/wanggaoying/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/json/__init__.py:183(dumps)
     3721    0.004    0.000    0.121    0.000 /Users/wanggaoying/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/json/encoder.py:183(encode)
     3721    0.116    0.000    0.116    0.000 /Users/wanggaoying/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/json/encoder.py:205(iterencode)
     4488    0.008    0.000    0.114    0.000 <frozen _collections_abc>:1032(__contains__)
       75    0.000    0.000    0.106    0.001 /private/tmp/brick-water-backend-probe/venv/lib/python3.12/site-packages/sludge_sandbox/source_mass_caloric.py:129(specific_internal_energy)
     5916    0.002    0.000    0.106    0.000 /Users/wanggaoying/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/pathlib.py:1005(open)
     5918    0.100    0.000    0.105    0.000 {built-in method _io.open}
    41832    0.017    0.000    0.103    0.000 /Users/wanggaoying/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/pathlib.py:437(__str__)
       75    0.000    0.000    0.096    0.001 /private/tmp/brick-water-backend-probe/venv/lib/python3.12/site-packages/sludge_sandbox/source_mass_caloric.py:134(minimum_specific_heat_capacity)
     4111    0.001    0.000    0.091    0.000 {built-in method builtins.next}
    22440    0.006    0.000    0.084    0.000 <frozen _collections_abc>:1022(__iter__)
    14904    0.005    0.000    0.083    0.000 /Users/wanggaoying/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/pathlib.py:447(__fspath__)
        1    0.000    0.000    0.082    0.082 /private/tmp/brick-water-backend-probe/venv/lib/python3.12/site-packages/sludge_sandbox/exact_source_column.py:84(unpack)
     9645    0.080    0.000    0.080    0.000 {built-in method _hashlib.openssl_sha256}
    17952    0.012    0.000    0.078    0.000 /Users/wanggaoying/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/pathlib.py:277(__getitem__)
    18264    0.008    0.000    0.078    0.000 /Users/wanggaoying/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/pathlib.py:551(drive)
   386660    0.041    0.000    0.076    0.000 {built-in method builtins.isinstance}
        3    0.000    0.000    0.076    0.025 /private/tmp/brick-water-backend-probe/venv/lib/python3.12/site-packages/sludge_sandbox/source_wet_column.py:165(_check_states)
    13774    0.009    0.000    0.069    0.000 /Users/wanggaoying/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/pathlib.py:407(_load_parts)


         3710930 function calls (3545026 primitive calls) in 1.698 seconds

   Ordered by: internal time
   List reduced from 541 to 40 due to restriction <40>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     8519    0.130    0.000    0.130    0.000 /Users/wanggaoying/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/json/decoder.py:344(raw_decode)
     3721    0.116    0.000    0.116    0.000 /Users/wanggaoying/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/json/encoder.py:205(iterencode)
     5918    0.100    0.000    0.105    0.000 {built-in method _io.open}
115282/1350    0.084    0.000    0.173    0.000 /private/tmp/brick-water-backend-probe/venv/lib/python3.12/site-packages/sludge_sandbox/deforming_solid_storage.py:51(_canonical)
     9645    0.080    0.000    0.080    0.000 {built-in method _hashlib.openssl_sha256}
    35904    0.060    0.000    0.060    0.000 {built-in method posix.lstat}
     6135    0.058    0.000    0.150    0.000 /private/tmp/brick-water-backend-probe/venv/lib/python3.12/site-packages/sludge_sandbox/_heos_kernel.py:150(_snapshot)
   386660    0.041    0.000    0.076    0.000 {built-in method builtins.isinstance}
    40396    0.032    0.000    0.055    0.000 <frozen posixpath>:71(join)
     4488    0.030    0.000    0.150    0.000 <frozen posixpath>:429(_joinrealpath)
     2045    0.030    0.000    0.287    0.000 /private/tmp/brick-water-backend-probe/venv/lib/python3.12/site-packages/sludge_sandbox/_heos_kernel.py:286(state_tp)
    13774    0.026    0.000    0.050    0.000 /Users/wanggaoying/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/pathlib.py:387(_parse_path)
29159/29122    0.024    0.000    0.065    0.000 {built-in method builtins.all}
     5916    0.023    0.000    0.023    0.000 {method 'read' of '_io.BufferedReader' objects}
     2045    0.022    0.000    0.148    0.000 /private/tmp/brick-water-backend-probe/venv/lib/python3.12/site-packages/sludge_sandbox/_heos_kernel.py:195(_saturation_pair_locked)
    23785    0.020    0.000    0.040    0.000 /Users/wanggaoying/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/fractions.py:186(__new__)
     2361    0.020    0.000    0.253    0.000 /private/tmp/brick-water-backend-probe/venv/lib/python3.12/site-packages/sludge_sandbox/water_heos.py:83(_guard)
    31730    0.020    0.000    0.031    0.000 /Users/wanggaoying/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/pathlib.py:358(__init__)
     6136    0.019    0.000    0.019    0.000 {built-in method builtins.repr}
    44880    0.018    0.000    0.044    0.000 /Users/wanggaoying/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/pathlib.py:484(_str_normcase)
    41832    0.017    0.000    0.103    0.000 /Users/wanggaoying/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/pathlib.py:437(__str__)
    81589    0.015    0.000    0.023    0.000 {built-in method _abc._abc_instancecheck}
    31420    0.015    0.000    0.068    0.000 /Users/wanggaoying/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/pathlib.py:380(with_segments)
   273261    0.015    0.000    0.015    0.000 {built-in method math.isfinite}
    28959    0.015    0.000    0.025    0.000 /private/tmp/brick-water-backend-probe/venv/lib/python3.12/site-packages/sludge_sandbox/water_properties.py:488(is_water_provider)
    47749    0.014    0.000    0.014    0.000 {method 'hex' of 'float' objects}
     4090    0.013    0.000    0.021    0.000 /private/tmp/brick-water-backend-probe/venv/lib/python3.12/site-packages/sludge_sandbox/_heos_kernel.py:206(evaluate)
119604/83700    0.013    0.000    0.018    0.000 {built-in method builtins.len}
     1122    0.013    0.000    0.682    0.001 /private/tmp/brick-water-backend-probe/venv/lib/python3.12/site-packages/sludge_sandbox/arlabosse_caloric.py:72(_source)
    92538    0.012    0.000    0.012    0.000 {built-in method sys.intern}
    81589    0.012    0.000    0.035    0.000 <frozen abc>:117(__instancecheck__)
    17952    0.012    0.000    0.078    0.000 /Users/wanggaoying/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/pathlib.py:277(__getitem__)
    31730    0.012    0.000    0.043    0.000 /Users/wanggaoying/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/pathlib.py:1157(__init__)
     2057    0.012    0.000    0.016    0.000 /private/tmp/brick-water-backend-probe/venv/lib/python3.12/site-packages/sludge_sandbox/_heos_rhs_scope.py:185(_unchanged)
    99676    0.010    0.000    0.010    0.000 {built-in method builtins.getattr}
     4488    0.010    0.000    0.043    0.000 {built-in method posix.stat}
     9406    0.010    0.000    0.017    0.000 /Users/wanggaoying/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/dataclasses.py:1278(fields)
     2045    0.010    0.000    0.013    0.000 /private/tmp/brick-water-backend-probe/venv/lib/python3.12/site-packages/sludge_sandbox/_heos_kernel.py:306(evaluate_density)
    13774    0.009    0.000    0.069    0.000 /Users/wanggaoying/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/pathlib.py:407(_load_parts)
    22440    0.009    0.000    0.055    0.000 /Users/wanggaoying/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/pathlib.py:519(__eq__)


