scenario_id,tau,u_core,u_surface,carbon_mean,carbon_max,co2_body,co2_generated,co2_net_out,u_res,v_res
base,16.6,0.9998225149115945,0.9998842926787289,9.274311541177601e-07,1.2402005746013118e-06,0.00015644322846176042,1.9999981451376971,1.9998417019092245,,
base,16.7,0.9998349763223222,0.9998924151814473,8.391875150496381e-07,1.122199150095037e-06,0.00014546000748967436,1.999998321624974,1.9998528616174744,,
base,16.8,0.9998465676750525,0.9998999707072767,7.593392916381595e-07,1.0154239922184662e-06,0.00013524355798636773,1.9999984813214213,1.9998632377634247,,
base,16.900000000000002,0.9998573492470435,0.9999069985227869,6.870878834821165e-07,9.18807264261052e-07,0.0001257407660050613,1.9999986258242393,1.9998728850582213,,
base,17.0,0.999867377185222,0.9999135352052179,6.217106349694803e-07,8.313826710171252e-07,0.00011690215633680285,1.9999987565787354,1.9998818544223864,,
base,17.1,0.9998767037847406,0.9999196148237255,5.625536164121396e-07,7.52275807947037e-07,0.00010868164718021805,1.9999988748927726,1.9998901932455806,,
base,17.2,0.9998853777491914,0.9999252691087026,5.090250908456599e-07,6.806954268240262e-07,0.0001010363209617856,1.9999989819498234,1.9998979456288506,,
base,17.3,0.9998934444336338,0.9999305276099322,4.605896014494668e-07,6.15925530953243e-07,9.392621028243839e-05,1.9999990788208024,1.9999051526105096,,
base,17.400000000000002,0.9999009460715362,0.9999354178442809,4.167626207005101e-07,5.57318221272954e-07,8.731409802727277e-05,1.999999166474763,1.9999118523767274,,
base,17.5,0.9999079219866632,0.9999399654336019,3.771057079499709e-07,5.042872220961361e-07,8.11653307328887e-05,1.9999992457885887,1.999918080457846,,
base,17.6,0.9999144087908665,0.9999441942334766,3.4122212716287323e-07,4.5630202199657333e-07,7.544764436156268e-05,1.9999993175557502,1.9999238699113784,,
base,17.7,0.999920440568697,0.9999481264533834,3.087528811336763e-07,4.1288257145274047e-07,7.013100168316013e-05,1.999999382494241,1.9999292514925495,,
base,17.8,0.9999260490496853,0.9999517827688449,2.793731226319488e-07,3.7359448439494776e-07,6.51874405145522e-05,1.9999994412537583,1.9999342538132345,,
base,17.900000000000002,0.9999312637690911,0.9999551824260784,2.5278890668185864e-07,3.38044695810915e-07,6.059093211246238e-05,1.9999994944221888,1.9999389034900683,,
base,18.0,0.9999361122178735,0.9999583433396313,2.2873425157404135e-07,3.0587753210087075e-07,5.631724905921e-05,1.9999995425314987,1.999943225282431,,
base,18.1,0.9999406199825853,0.9999612821834649,2.0696847928210932e-07,2.7677115498038385e-07,5.234384202190198e-05,1.9999995860630428,1.999947242221014,,
base,18.2,0.9999448108758509,0.9999640144759087,1.8727380873875138e-07,2.5043434344759373e-07,4.8649724804341065e-05,1.9999996254523835,1.9999509757275726,,
base,18.3,0.9999487070580466,0.9999665546588931,1.6945317794552282e-07,2.266035816979888e-07,4.521536714738809e-05,1.9999996610936437,1.9999544457264915,,
